GeneSymbol,SMILES,ChemicalName,Interaction,InteractionActions,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens,Prediccion
CCNE2,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,Endosulfan,[Endosulfan co-treated with Tetrachlorodibenzodioxin] results in increased expression of CCNE2 mRNA,affects^cotreatment|increases^expression,406.928,406.928,403.816877,4.1152,-6.545,3,0,214.91,0.19878,54.74,-1.0005,high,high,high,high,0.42105,0.23103,0.98923,1,19,10,0,10,4,0,3,0,10,4,3,1,2,4,0,1,3,0,1,1,0,0,0,0,0,0,0,0,1
CCNE2,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,Endosulfan,Endosulfan results in decreased expression of CCNE2 mRNA,decreases^expression,406.928,406.928,403.816877,4.1152,-6.545,3,0,214.91,0.19878,54.74,-1.0005,high,high,high,high,0.42105,0.23103,0.98923,1,19,10,0,10,4,0,3,0,10,4,3,1,2,4,0,1,3,0,1,1,0,0,0,0,0,0,0,0,1
H1-2,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,Endosulfan,Endosulfan results in increased expression of H1-2 protein,increases^expression,406.928,406.928,403.816877,4.1152,-6.545,3,0,214.91,0.19878,54.74,-1.0005,high,high,high,high,0.42105,0.23103,0.98923,1,19,10,0,10,4,0,3,0,10,4,3,1,2,4,0,1,3,0,1,1,0,0,0,0,0,0,0,0,1
TP53,C1C2C3C(C(C(O2)O)OC(=O)C4=CC(=C(C(=C4OC5=C(C(=C6C(=C5)C(=O)OCC7C(C(C(C(O7)O)OC(=O)C8=CC(=C(C(=C8OC9=C(C(=C(C(=C9)C(=O)O3)C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)OC(=O)C1=CC(=C(C(=C16)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O,oenothein B,oenothein B results in increased expression of TP53 protein,increases^expression,1569.09,1569.09,1568.15186,2.0514,-9.518,44,24,991.0,0.54361,732.84,-0.28469,none,none,none,none,0.25,0.24667,1.1599,1,112,44,0,44,10,6,13,48,48,10,8,2,2,2,8,0,0,8,2,2,0,0,0,0,0,0,0,0,1
AKT1,C1C2C3C(C(C(O2)O)OC(=O)C4=CC(=C(C(=C4OC5=C(C(=C6C(=C5)C(=O)OCC7C(C(C(C(O7)O)OC(=O)C8=CC(=C(C(=C8OC9=C(C(=C(C(=C9)C(=O)O3)C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)OC(=O)C1=CC(=C(C(=C16)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O,oenothein B,Acetylcysteine inhibits the reaction [oenothein B results in decreased phosphorylation of AKT1 protein],decreases^phosphorylation|decreases^reaction,1569.09,1569.09,1568.15186,2.0514,-9.518,44,24,991.0,0.54361,732.84,-0.28469,none,none,none,none,0.25,0.24667,1.1599,1,112,44,0,44,10,6,13,48,48,10,8,2,2,2,8,0,0,8,2,2,0,0,0,0,0,0,0,0,1
AKT1,C1C2C3C(C(C(O2)O)OC(=O)C4=CC(=C(C(=C4OC5=C(C(=C6C(=C5)C(=O)OCC7C(C(C(C(O7)O)OC(=O)C8=CC(=C(C(=C8OC9=C(C(=C(C(=C9)C(=O)O3)C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)OC(=O)C1=CC(=C(C(=C16)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O,oenothein B,oenothein B results in decreased phosphorylation of AKT1 protein,decreases^phosphorylation,1569.09,1569.09,1568.15186,2.0514,-9.518,44,24,991.0,0.54361,732.84,-0.28469,none,none,none,none,0.25,0.24667,1.1599,1,112,44,0,44,10,6,13,48,48,10,8,2,2,2,8,0,0,8,2,2,0,0,0,0,0,0,0,0,1
RELA,C1C2C3C(C(C(O2)O)OC(=O)C4=CC(=C(C(=C4OC5=C(C(=C6C(=C5)C(=O)OCC7C(C(C(C(O7)O)OC(=O)C8=CC(=C(C(=C8OC9=C(C(=C(C(=C9)C(=O)O3)C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)OC(=O)C1=CC(=C(C(=C16)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O,oenothein B,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one promotes the reaction [oenothein B results in decreased phosphorylation of RELA protein],decreases^phosphorylation|increases^reaction,1569.09,1569.09,1568.15186,2.0514,-9.518,44,24,991.0,0.54361,732.84,-0.28469,none,none,none,none,0.25,0.24667,1.1599,1,112,44,0,44,10,6,13,48,48,10,8,2,2,2,8,0,0,8,2,2,0,0,0,0,0,0,0,0,1
RELA,C1C2C3C(C(C(O2)O)OC(=O)C4=CC(=C(C(=C4OC5=C(C(=C6C(=C5)C(=O)OCC7C(C(C(C(O7)O)OC(=O)C8=CC(=C(C(=C8OC9=C(C(=C(C(=C9)C(=O)O3)C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)OC(=O)C1=CC(=C(C(=C16)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O,oenothein B,[Acetylcysteine co-treated with oenothein B] results in decreased phosphorylation of RELA protein,affects^cotreatment|decreases^phosphorylation,1569.09,1569.09,1568.15186,2.0514,-9.518,44,24,991.0,0.54361,732.84,-0.28469,none,none,none,none,0.25,0.24667,1.1599,1,112,44,0,44,10,6,13,48,48,10,8,2,2,2,8,0,0,8,2,2,0,0,0,0,0,0,0,0,1
RELA,C1C2C3C(C(C(O2)O)OC(=O)C4=CC(=C(C(=C4OC5=C(C(=C6C(=C5)C(=O)OCC7C(C(C(C(O7)O)OC(=O)C8=CC(=C(C(=C8OC9=C(C(=C(C(=C9)C(=O)O3)C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)OC(=O)C1=CC(=C(C(=C16)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O,oenothein B,oenothein B inhibits the reaction [TNF protein results in increased phosphorylation of RELA protein],decreases^reaction|increases^phosphorylation,1569.09,1569.09,1568.15186,2.0514,-9.518,44,24,991.0,0.54361,732.84,-0.28469,none,none,none,none,0.25,0.24667,1.1599,1,112,44,0,44,10,6,13,48,48,10,8,2,2,2,8,0,0,8,2,2,0,0,0,0,0,0,0,0,1
RELA,C1C2C3C(C(C(O2)O)OC(=O)C4=CC(=C(C(=C4OC5=C(C(=C6C(=C5)C(=O)OCC7C(C(C(C(O7)O)OC(=O)C8=CC(=C(C(=C8OC9=C(C(=C(C(=C9)C(=O)O3)C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)OC(=O)C1=CC(=C(C(=C16)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O,oenothein B,oenothein B results in decreased phosphorylation of RELA protein,decreases^phosphorylation,1569.09,1569.09,1568.15186,2.0514,-9.518,44,24,991.0,0.54361,732.84,-0.28469,none,none,none,none,0.25,0.24667,1.1599,1,112,44,0,44,10,6,13,48,48,10,8,2,2,2,8,0,0,8,2,2,0,0,0,0,0,0,0,0,1
MAPK14,C1C2C3C(C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C7C(=CC(=O)C(C7(O)O)(O6)O)C(=O)O3)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O,Geraniin,Geraniin results in increased activity of MAPK14 protein,increases^activity,952.646,952.646,952.081805,0.1999,-4.023,27,14,584.73,0.56717,450.25,2.3354,none,none,none,high,0.26471,0.26798,1.1273,1,68,27,0,27,7,3,9,24,30,7,5,2,2,3,4,0,1,4,2,2,0,0,0,0,0,0,0,0,1
MAPK14,C1C2C3C(C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C7C(=CC(=O)C(C7(O)O)(O6)O)C(=O)O3)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O,Geraniin,SB 203580 inhibits the reaction [Geraniin results in increased activity of MAPK14 protein],decreases^reaction|increases^activity,952.646,952.646,952.081805,0.1999,-4.023,27,14,584.73,0.56717,450.25,2.3354,none,none,none,high,0.26471,0.26798,1.1273,1,68,27,0,27,7,3,9,24,30,7,5,2,2,3,4,0,1,4,2,2,0,0,0,0,0,0,0,0,1
MAPK3,C1C2C3C(C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C7C(=CC(=O)C(C7(O)O)(O6)O)C(=O)O3)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O,Geraniin,Geraniin results in decreased phosphorylation of MAPK3 protein,decreases^phosphorylation,952.646,952.646,952.081805,0.1999,-4.023,27,14,584.73,0.56717,450.25,2.3354,none,none,none,high,0.26471,0.26798,1.1273,1,68,27,0,27,7,3,9,24,30,7,5,2,2,3,4,0,1,4,2,2,0,0,0,0,0,0,0,0,1
RELA,C1C2C3C(C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C7C(=CC(=O)C(C7(O)O)(O6)O)C(=O)O3)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O,Geraniin,Geraniin inhibits the reaction [RELA protein binds to MCL1 promoter],affects^binding|decreases^reaction,952.646,952.646,952.081805,0.1999,-4.023,27,14,584.73,0.56717,450.25,2.3354,none,none,none,high,0.26471,0.26798,1.1273,1,68,27,0,27,7,3,9,24,30,7,5,2,2,3,4,0,1,4,2,2,0,0,0,0,0,0,0,0,1
RELA,C1C2C3C(C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C7C(=CC(=O)C(C7(O)O)(O6)O)C(=O)O3)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O,Geraniin,Geraniin results in decreased phosphorylation of RELA protein,decreases^phosphorylation,952.646,952.646,952.081805,0.1999,-4.023,27,14,584.73,0.56717,450.25,2.3354,none,none,none,high,0.26471,0.26798,1.1273,1,68,27,0,27,7,3,9,24,30,7,5,2,2,3,4,0,1,4,2,2,0,0,0,0,0,0,0,0,1
MAPK1,C1C2C3C(C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C7C(=CC(=O)C(C7(O)O)(O6)O)C(=O)O3)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O,Geraniin,Geraniin results in decreased phosphorylation of MAPK1 protein,decreases^phosphorylation,952.646,952.646,952.081805,0.1999,-4.023,27,14,584.73,0.56717,450.25,2.3354,none,none,none,high,0.26471,0.26798,1.1273,1,68,27,0,27,7,3,9,24,30,7,5,2,2,3,4,0,1,4,2,2,0,0,0,0,0,0,0,0,1
TP53,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,TP53 gene mutant form results in decreased susceptibility to Dieldrin,decreases^response to substance,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
JUN,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,Dieldrin results in increased expression of JUN mRNA,increases^expression,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
JUN,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,Dieldrin results in increased phosphorylation of JUN protein,increases^phosphorylation,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
JUN,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,JUN gene mutant form results in decreased susceptibility to Dieldrin,decreases^response to substance,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
PTEN,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,PTEN gene mutant form results in increased susceptibility to Dieldrin,increases^response to substance,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
FOS,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,"1,3-dihydro-1-(1-((4-(6-phenyl-1H-imidazo(4,5-g)quinoxalin-7-yl)phenyl)methyl)-4-piperidinyl)-2H-benzimidazol-2-one inhibits the reaction [Dieldrin results in increased expression of FOS mRNA]",decreases^reaction|increases^expression,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
FOS,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [Dieldrin results in increased expression of FOS mRNA],decreases^reaction|increases^expression,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
FOS,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,BX795 promotes the reaction [Dieldrin results in increased expression of FOS mRNA],increases^expression|increases^reaction,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
FOS,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,Dieldrin results in increased expression of FOS mRNA,increases^expression,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
FOS,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide inhibits the reaction [Dieldrin results in increased expression of FOS mRNA],decreases^reaction|increases^expression,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
FOS,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,N-alpha-benzoyl-N5-(2-chloro-1-iminoethyl)-L-ornithine amide inhibits the reaction [Dieldrin results in increased expression of FOS mRNA],decreases^reaction|increases^expression,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
FOS,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,U 0126 inhibits the reaction [Dieldrin results in increased expression of FOS mRNA],decreases^reaction|increases^expression,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
FOS,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,Wortmannin inhibits the reaction [Dieldrin results in increased expression of FOS mRNA],decreases^reaction|increases^expression,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
MAPK3,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,calphostin C inhibits the reaction [Dieldrin results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
MAPK3,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,Dieldrin results in increased phosphorylation of and results in increased activity of MAPK3 protein,increases^activity|increases^phosphorylation,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
MAPK3,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,geldanamycin inhibits the reaction [Dieldrin results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
MAPK3,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,U 0126 inhibits the reaction [Dieldrin results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
MAPK1,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,calphostin C inhibits the reaction [Dieldrin results in increased phosphorylation of MAPK1 protein],decreases^reaction|increases^phosphorylation,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
MAPK1,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,Dieldrin results in increased phosphorylation of and results in increased activity of MAPK1 protein,increases^activity|increases^phosphorylation,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
MAPK1,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,geldanamycin inhibits the reaction [Dieldrin results in increased phosphorylation of MAPK1 protein],decreases^reaction|increases^phosphorylation,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
MAPK1,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,U 0126 inhibits the reaction [Dieldrin results in increased phosphorylation of MAPK1 protein],decreases^reaction|increases^phosphorylation,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
MTOR,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,Dieldrin results in increased phosphorylation of MTOR protein,increases^phosphorylation,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
SP1,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,SP1 gene mutant form results in decreased susceptibility to Dieldrin,decreases^response to substance,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
MAP2K1,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,Dieldrin results in increased phosphorylation of and results in increased activity of MAP2K1 protein,increases^activity|increases^phosphorylation,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
RAF1,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,Dieldrin results in increased phosphorylation of and results in increased activity of RAF1 protein,increases^activity|increases^phosphorylation,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
CBX6,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,Dieldrin results in decreased expression of CBX6 mRNA,decreases^expression,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
TSC2,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,TSC2 gene mutant form results in increased susceptibility to Dieldrin,increases^response to substance,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
SERPINE1,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Dieldrin,Dieldrin results in increased expression of SERPINE1 mRNA,increases^expression,380.913,380.913,377.870627,4.1977,-5.783,1,0,199.08,0.088658,12.53,-0.044038,high,low,high,high,0.36842,0.0,1.0279,1,19,7,0,7,8,0,5,0,11,9,6,3,7,9,0,4,6,0,3,3,0,0,0,0,0,0,0,0,1
AKT1,C1C2CC3=C(C(=CC=C3)O)C(=C2C(=O)C4(C1CC(=O)C(=C4O)C(=O)N)O)O,tetracycline CMT-3,[Celecoxib co-treated with tetracycline CMT-3] results in decreased phosphorylation of AKT1 protein,affects^cotreatment|decreases^phosphorylation,371.344,371.344,371.100504,-0.2949,-2.168,8,5,242.46,0.44044,158.15,2.5046,none,none,high,none,0.44444,0.28465,0.99782,1,27,8,0,8,3,1,4,6,10,4,4,0,1,3,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1
AKT1,C1C2CC3=C(C(=CC=C3)O)C(=C2C(=O)C4(C1CC(=O)C(=C4O)C(=O)N)O)O,tetracycline CMT-3,tetracycline CMT-3 results in decreased phosphorylation of AKT1 protein,decreases^phosphorylation,371.344,371.344,371.100504,-0.2949,-2.168,8,5,242.46,0.44044,158.15,2.5046,none,none,high,none,0.44444,0.28465,0.99782,1,27,8,0,8,3,1,4,6,10,4,4,0,1,3,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1
FOXO1,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,pomalidomide,afuresertib affects the reaction [[pomalidomide co-treated with Dexamethasone] affects the phosphorylation of FOXO1 protein],affects^cotreatment|affects^phosphorylation|affects^reaction,273.247,273.247,273.074957,-0.5679,-2.214,7,2,187.56,0.43954,109.57,4.2847,high,none,low,none,0.5,0.27231,0.83887,1,20,7,0,7,1,1,3,6,3,3,1,2,1,2,1,0,0,1,1,2,0,2,1,0,1,0,0,0,1
